rep,id,fM1,theta,group
1,1,17.1726786776151,1.24418936640805,simulationGroup1
1,2,23.343324509514,0.6875286473469973,simulationGroup1
1,3,13.001380022383,1.44537676503491,simulationGroup1
1,4,37.3357868031607,0.7480996157377752,simulationGroup1
1,5,11.4983006973112,1.54230064082597,simulationGroup1
1,6,15.5670419455049,1.03471109815412,simulationGroup1
1,7,17.4382017305288,1.90555577493263,simulationGroup1
1,8,17.580254419685,0.7962272521476459,simulationGroup1
1,9,3.73601304296501,1.29040140147923,simulationGroup1
1,10,9.059663014124,1.69879898423084,simulationGroup1
1,11,16.6125286450889,0.7091386656200988,simulationGroup1
1,12,22.8571662460143,1.0073154565999,simulationGroup1
1,13,14.5790374815286,1.38392557492147,simulationGroup1
1,14,5.42132135923532,1.6931875507238,simulationGroup1
1,15,25.214895051958,2.14063407418832,simulationGroup1
1,16,13.5565369397978,1.11256353009244,simulationGroup1
1,17,31.9235561894891,1.01083785925247,simulationGroup1
1,18,24.7146726447546,0.9882684624166044,simulationGroup1
1,19,12.3570331644983,2.14268587411559,simulationGroup1
1,20,9.15843405199381,1.61341874480286,simulationGroup1
1,21,10.6273041627739,2.81541099961866,simulationGroup1
1,22,9.26696888751398,1.91324631797906,simulationGroup1
1,23,5.78685495921208,1.31424815071904,simulationGroup1
1,24,11.3705251453677,0.7709765822500763,simulationGroup1
1,25,14.8211270040381,0.8888880664759072,simulationGroup1
1,26,11.8310689604978,2.24476667771973,simulationGroup1
1,27,26.598481904061,1.63654526704433,simulationGroup1
1,28,17.9077647478171,1.1462255054449,simulationGroup1
1,29,7.4086506236241,1.23117442456363,simulationGroup1
1,30,26.4638847111181,0.903330481795418,simulationGroup1
1,31,17.2511942015077,0.8506434479881949,simulationGroup1
1,32,16.1090576134766,1.46565243099871,simulationGroup1
1,33,10.8576555231614,3.36191212307754,simulationGroup1
1,34,7.60916822169828,1.11347610176799,simulationGroup1
1,35,36.4325323821082,1.92788911961002,simulationGroup1
1,36,11.0849763364701,2.2155952991461,simulationGroup1
1,37,10.7293715994674,0.8267919466089508,simulationGroup1
1,38,24.1544191517989,2.55791906671472,simulationGroup1
1,39,25.3175404055699,1.49741652127821,simulationGroup1
1,40,12.1325314161825,1.91942069973102,simulationGroup1
1,41,26.8062290406697,1.38128206016354,simulationGroup1
1,42,15.3099460793869,1.88393045131504,simulationGroup1
1,43,12.5386945876604,0.7762339076194442,simulationGroup1
1,44,15.0668092391407,1.42354030828473,simulationGroup1
1,45,23.9621570989865,0.7136782327967012,simulationGroup1
1,46,9.40200615732404,0.956140972055834,simulationGroup1
1,47,7.11670165142109,1.98758345958288,simulationGroup1
1,48,12.7840764996685,1.96655125240778,simulationGroup1
1,49,13.518096951461,0.9895147778620097,simulationGroup1
1,50,27.4644052097434,1.32774015003702,simulationGroup1
1,51,17.1726786776151,1.24418936640805,simulationGroup2
1,52,23.343324509514,0.6875286473469973,simulationGroup2
1,53,13.001380022383,1.44537676503491,simulationGroup2
1,54,37.3357868031607,0.7480996157377752,simulationGroup2
1,55,11.4983006973112,1.54230064082597,simulationGroup2
1,56,15.5670419455049,1.03471109815412,simulationGroup2
1,57,17.4382017305288,1.90555577493263,simulationGroup2
1,58,17.580254419685,0.7962272521476459,simulationGroup2
1,59,3.73601304296501,1.29040140147923,simulationGroup2
1,60,9.059663014124,1.69879898423084,simulationGroup2
1,61,16.6125286450889,0.7091386656200988,simulationGroup2
1,62,22.8571662460143,1.0073154565999,simulationGroup2
1,63,14.5790374815286,1.38392557492147,simulationGroup2
1,64,5.42132135923532,1.6931875507238,simulationGroup2
1,65,25.214895051958,2.14063407418832,simulationGroup2
2,1,27.6325387697803,1.20974541027451,simulationGroup1
2,2,9.78333224657322,1.56668186318597,simulationGroup1
2,3,19.3895105268048,1.96767932029398,simulationGroup1
2,4,23.3722122705247,1.5337222825876,simulationGroup1
2,5,21.8762259929539,1.78639265886419,simulationGroup1
2,6,27.8673502394942,1.40813677162147,simulationGroup1
2,7,19.2978085713119,0.9458522579543178,simulationGroup1
2,8,10.8131297497896,0.7005718361071765,simulationGroup1
2,9,38.1037379378767,1.18416522167859,simulationGroup1
2,10,12.7139620466451,1.5750063915918,simulationGroup1
2,11,15.6256653739288,1.21098959087911,simulationGroup1
2,12,6.57023453716483,1.50046174649674,simulationGroup1
2,13,23.9998928378673,1.78127964727883,simulationGroup1
2,14,52.9033244499473,2.72541525966127,simulationGroup1
2,15,32.9769497723285,0.8236216762758094,simulationGroup1
2,16,31.1602633093234,1.56641833129914,simulationGroup1
2,17,11.5674946507659,0.7235203797786706,simulationGroup1
2,18,45.6237801332893,1.71360081855931,simulationGroup1
2,19,6.30613734684494,1.26835806000851,simulationGroup1
2,20,49.8345094209962,1.09142208452687,simulationGroup1
2,21,57.3581033340184,0.5038478730011976,simulationGroup1
2,22,17.0389309169125,0.980654352215637,simulationGroup1
2,23,30.8317061671465,1.04665948151923,simulationGroup1
2,24,13.4249827208847,1.70992189724215,simulationGroup1
2,25,32.0947087379781,1.04438941002397,simulationGroup1
2,26,12.1024849263508,1.45889173429237,simulationGroup1
2,27,23.3828262205336,1.04018102220598,simulationGroup1
2,28,6.77591667314446,0.8885566469087629,simulationGroup1
2,29,16.5027396797168,2.45749686398999,simulationGroup1
2,30,11.6891579180429,2.47215400665587,simulationGroup1
2,31,24.6794025066522,1.55581582062991,simulationGroup1
2,32,32.1488194960846,0.6145953667981396,simulationGroup1
2,33,13.1723259196942,1.50962055564366,simulationGroup1
2,34,11.2908115218557,1.15356214118607,simulationGroup1
2,35,14.493639130699,1.61904616420882,simulationGroup1
2,36,14.796356031353,1.04332292276909,simulationGroup1
2,37,25.89852721668,0.9985494584482207,simulationGroup1
2,38,34.7106717700927,1.09661014875717,simulationGroup1
2,39,3.48531447348489,1.2918401950573,simulationGroup1
2,40,32.844357924596,0.7426515431017557,simulationGroup1
2,41,11.0689807510419,1.97956281986045,simulationGroup1
2,42,13.9055207247531,0.975874519762322,simulationGroup1
2,43,9.58036511801553,1.00487766629104,simulationGroup1
2,44,6.5785267670437,0.8448231575323294,simulationGroup1
2,45,18.8130808137563,1.95458599813512,simulationGroup1
2,46,11.1202443384593,0.9112831301316786,simulationGroup1
2,47,5.92632992511094,0.6016959185471905,simulationGroup1
2,48,11.8056367027968,1.79130878879953,simulationGroup1
2,49,10.7899207685666,1.14288137809031,simulationGroup1
2,50,12.5209684937216,0.7341426701994095,simulationGroup1
2,51,27.6325387697803,1.20974541027451,simulationGroup2
2,52,9.78333224657322,1.56668186318597,simulationGroup2
2,53,19.3895105268048,1.96767932029398,simulationGroup2
2,54,23.3722122705247,1.5337222825876,simulationGroup2
2,55,21.8762259929539,1.78639265886419,simulationGroup2
2,56,27.8673502394942,1.40813677162147,simulationGroup2
2,57,19.2978085713119,0.9458522579543178,simulationGroup2
2,58,10.8131297497896,0.7005718361071765,simulationGroup2
2,59,38.1037379378767,1.18416522167859,simulationGroup2
2,60,12.7139620466451,1.5750063915918,simulationGroup2
2,61,15.6256653739288,1.21098959087911,simulationGroup2
2,62,6.57023453716483,1.50046174649674,simulationGroup2
2,63,23.9998928378673,1.78127964727883,simulationGroup2
2,64,52.9033244499473,2.72541525966127,simulationGroup2
2,65,32.9769497723285,0.8236216762758094,simulationGroup2
3,1,26.6898136421572,0.6772156007960083,simulationGroup1
3,2,16.5281230575329,0.4893598213662327,simulationGroup1
3,3,3.79900997998649,0.9528929393716636,simulationGroup1
3,4,25.1697376413223,2.02670495604541,simulationGroup1
3,5,15.3792141500168,1.24881153335853,simulationGroup1
3,6,9.97385038072925,1.60796441910832,simulationGroup1
3,7,9.34697205019986,1.32499129596558,simulationGroup1
3,8,11.1853884920578,1.73847804892783,simulationGroup1
3,9,13.7856709868943,1.17192756654595,simulationGroup1
3,10,10.8534201918376,1.4369320618947,simulationGroup1
3,11,8.66916693071121,0.7568222908363649,simulationGroup1
3,12,19.6965547003024,1.24050739640948,simulationGroup1
3,13,7.16611580634205,1.04707918229349,simulationGroup1
3,14,19.7880606051462,1.193243164921,simulationGroup1
3,15,14.0934578319363,0.7180460687602499,simulationGroup1
3,16,18.6095689267345,1.56446243430652,simulationGroup1
3,17,20.5547910368377,1.20201284373839,simulationGroup1
3,18,5.90189811717254,1.84877456776025,simulationGroup1
3,19,8.36586265158808,2.45194485916814,simulationGroup1
3,20,23.8749576110309,0.9400667946798054,simulationGroup1
3,21,16.3694562373185,2.98920019381087,simulationGroup1
3,22,8.13873545692872,1.65657964125365,simulationGroup1
3,23,9.86488587703221,1.82576384284757,simulationGroup1
3,24,10.0952759230374,1.36386806635812,simulationGroup1
3,25,7.51813934206291,2.85289420495562,simulationGroup1
3,26,28.3563081381913,2.94735302335376,simulationGroup1
3,27,9.2775464537275,2.11520488864838,simulationGroup1
3,28,39.1517693126157,1.05563870371753,simulationGroup1
3,29,17.5527125841141,1.55106023303052,simulationGroup1
3,30,28.6989500920111,1.56442564857014,simulationGroup1
3,31,13.3798814616282,2.13671280908728,simulationGroup1
3,32,15.7354750513071,2.6404744925205,simulationGroup1
3,33,11.6420726762449,0.91776664983425,simulationGroup1
3,34,11.2294325689835,1.0492237139439,simulationGroup1
3,35,18.5407418253377,1.64869932075632,simulationGroup1
3,36,13.3416580945298,1.71071372782177,simulationGroup1
3,37,18.2742718984195,1.47486344714701,simulationGroup1
3,38,13.6995766891637,0.9954676023876747,simulationGroup1
3,39,10.7840236597649,0.8510404502178944,simulationGroup1
3,40,11.1263516350409,1.20659195803772,simulationGroup1
3,41,4.94158104613942,1.68679021277034,simulationGroup1
3,42,14.8168722788002,2.39981357168885,simulationGroup1
3,43,19.1754529245687,1.53398481462799,simulationGroup1
3,44,11.8418133383292,1.44521833679491,simulationGroup1
3,45,5.92950750290837,1.82997681367795,simulationGroup1
3,46,43.1914460970164,1.98537432532581,simulationGroup1
3,47,13.5211942128038,1.98486930135629,simulationGroup1
3,48,46.0009343488746,0.8501190709003099,simulationGroup1
3,49,5.37590055892341,1.928610774644,simulationGroup1
3,50,14.5912760437332,1.46865546700225,simulationGroup1
3,51,26.6898136421572,0.6772156007960083,simulationGroup2
3,52,16.5281230575329,0.4893598213662327,simulationGroup2
3,53,3.79900997998649,0.9528929393716636,simulationGroup2
3,54,25.1697376413223,2.02670495604541,simulationGroup2
3,55,15.3792141500168,1.24881153335853,simulationGroup2
3,56,9.97385038072925,1.60796441910832,simulationGroup2
3,57,9.34697205019986,1.32499129596558,simulationGroup2
3,58,11.1853884920578,1.73847804892783,simulationGroup2
3,59,13.7856709868943,1.17192756654595,simulationGroup2
3,60,10.8534201918376,1.4369320618947,simulationGroup2
3,61,8.66916693071121,0.7568222908363649,simulationGroup2
3,62,19.6965547003024,1.24050739640948,simulationGroup2
3,63,7.16611580634205,1.04707918229349,simulationGroup2
3,64,19.7880606051462,1.193243164921,simulationGroup2
3,65,14.0934578319363,0.7180460687602499,simulationGroup2
4,1,31.4303095457439,1.08490849479118,simulationGroup1
4,2,12.4649831347608,1.70233450396454,simulationGroup1
4,3,8.20247279507383,1.06592984263867,simulationGroup1
4,4,33.6531925624232,0.6545592803097158,simulationGroup1
4,5,10.1218128859092,1.18581015604479,simulationGroup1
4,6,13.8338892586839,0.9458515069920163,simulationGroup1
4,7,19.6661476026601,0.4798579011495094,simulationGroup1
4,8,40.2852355296963,0.9358308514808042,simulationGroup1
4,9,12.0401998526241,1.46606504844947,simulationGroup1
4,10,19.1401344193273,1.83874395214759,simulationGroup1
4,11,30.0671931024907,2.79223961278067,simulationGroup1
4,12,7.74719854429345,1.3722930313397,simulationGroup1
4,13,9.64083496717899,0.7884123109281377,simulationGroup1
4,14,7.8813712422833,1.32573872359089,simulationGroup1
4,15,17.431571478162,2.34407917011458,simulationGroup1
4,16,21.3924482604799,2.3516293603571,simulationGroup1
4,17,19.6901732684896,1.81328966917669,simulationGroup1
4,18,8.29180572774922,1.08535882963519,simulationGroup1
4,19,16.7461062611696,0.8018974644860778,simulationGroup1
4,20,9.41611321526672,1.18620805416417,simulationGroup1
4,21,38.0415371152306,0.6490627603889622,simulationGroup1
4,22,23.4559645609215,1.020380003118,simulationGroup1
4,23,16.9279343581377,0.865556220221287,simulationGroup1
4,24,24.7531546809285,1.31526668525799,simulationGroup1
4,25,14.5274017361659,1.249067800557,simulationGroup1
4,26,25.4623258355728,1.26997577282738,simulationGroup1
4,27,15.3267714168427,2.94080412443623,simulationGroup1
4,28,13.3097538561974,1.80994305707722,simulationGroup1
4,29,18.3047067272923,0.7613625203177297,simulationGroup1
4,30,6.39504868272231,1.48144096784605,simulationGroup1
4,31,8.15288762685084,2.47497705816183,simulationGroup1
4,32,35.2579400353087,0.9351168990192392,simulationGroup1
4,33,15.6162360148979,1.84009880253523,simulationGroup1
4,34,29.9355773183687,0.5009758875110539,simulationGroup1
4,35,13.8936171428606,2.28275755461352,simulationGroup1
4,36,8.80591624424073,2.32761799002481,simulationGroup1
4,37,33.2722137901334,1.42463394014086,simulationGroup1
4,38,9.64348990763908,2.51447784049071,simulationGroup1
4,39,10.7799282334007,2.49846411441756,simulationGroup1
4,40,40.3969013543322,2.45235922621509,simulationGroup1
4,41,11.9296555066053,2.54522079799134,simulationGroup1
4,42,20.791787257728,1.24191468142319,simulationGroup1
4,43,18.5825592370203,0.8826248489049096,simulationGroup1
4,44,27.2108459768894,2.03865490500124,simulationGroup1
4,45,21.4931950478248,1.38587493109923,simulationGroup1
4,46,28.7612130597479,0.9376989788333742,simulationGroup1
4,47,15.3715775921052,1.46171346911475,simulationGroup1
4,48,9.52030170162957,0.8216657263735669,simulationGroup1
4,49,10.8364669844414,1.36959871837709,simulationGroup1
4,50,13.2294605774951,1.7034828234452,simulationGroup1
4,51,31.4303095457439,1.08490849479118,simulationGroup2
4,52,12.4649831347608,1.70233450396454,simulationGroup2
4,53,8.20247279507383,1.06592984263867,simulationGroup2
4,54,33.6531925624232,0.6545592803097158,simulationGroup2
4,55,10.1218128859092,1.18581015604479,simulationGroup2
4,56,13.8338892586839,0.9458515069920163,simulationGroup2
4,57,19.6661476026601,0.4798579011495094,simulationGroup2
4,58,40.2852355296963,0.9358308514808042,simulationGroup2
4,59,12.0401998526241,1.46606504844947,simulationGroup2
4,60,19.1401344193273,1.83874395214759,simulationGroup2
4,61,30.0671931024907,2.79223961278067,simulationGroup2
4,62,7.74719854429345,1.3722930313397,simulationGroup2
4,63,9.64083496717899,0.7884123109281377,simulationGroup2
4,64,7.8813712422833,1.32573872359089,simulationGroup2
4,65,17.431571478162,2.34407917011458,simulationGroup2
5,1,15.7097146914825,1.73522880281574,simulationGroup1
5,2,23.2387788920526,1.68570147013818,simulationGroup1
5,3,10.0216426413059,1.16212694797577,simulationGroup1
5,4,20.7563206221144,2.07258422932525,simulationGroup1
5,5,14.8761048019637,1.07817873558356,simulationGroup1
5,6,13.7567886735553,1.42394195939824,simulationGroup1
5,7,15.7042834451937,0.7636152920303559,simulationGroup1
5,8,28.192817655534,1.91702618964299,simulationGroup1
5,9,8.769302516805,1.52784715504949,simulationGroup1
